Connectance,Linksperspecies,Compartments,Nestedness,ISA,Linkage_Density,Shannon,H2,n.Elevation,fhyp,vhyp,dis1fhyp,dis2fhyp,morfhyp,rewfhyp,necfhyp,dis3fhyp,dmfhyp,sinfhyp,afhyp,anfhyp,anifhyp,panifhyp
0.128676470588235,1.61538461538462,2,7.68747550368703,0.12682006971341,5.12837014019332,3.2159751775234,0.340239615487385,1862,0.761123876768567,0.798940057449669,0.860053570702208,0.828092972214865,0.64526397045392,0.564197446399715,0.290955842482422,0.64526397045392,0.807624195261187,0.741644008730219,0.895793615566161,0.739340630684394,0.628111124304812,0.946940228985273
0.0984126984126984,1.53086419753086,1,7.68473339822194,0.100140009981626,4.62348321553492,3.71038484724277,0.465646382000533,1863,0.78400644209636,0.796680234310571,0.877201500394647,0.866496235667324,0.671792910193754,0.58231641390831,0.366526909571307,0.671792910193754,0.852749035523459,0.748226190820072,0.95280547611849,0.8076153023226,0.687722003396378,0.978528049480343
0.173611111111111,1,3,20.3767155657231,-0.0618055555555556,3.01784148245708,2.96311730280039,0.418246891147505,2084,0.594150834103758,0.367745920904097,0.592467989106028,0.533867165102503,0.604921294793161,0.547844777519016,0.33701137562308,0.604921294793161,0.548570719851851,0.642602749634861,0.889711293252334,0.705868892273178,0.544862245542535,0.931044260554554
0.126477541371158,1.64615384615385,1,9.33111944617408,0.146063327317486,4.51123684311352,3.26224336946353,0.475489738845564,2085,0.832309773278051,0.56687096457263,0.8083093797221,0.751895198629485,0.867702967332719,0.75421991220928,0.441885804667883,0.867702967332719,0.755305316051098,0.952358772886368,0.933653549070898,0.809208685686218,0.691999406044072,0.952463293807538
0.111363636363636,1.53125,2,12.6746068960607,0.0903302951861378,4.85788344330928,4.01658474620358,0.410680111331377,2072,0.918941283414617,0.750562761411444,0.956670525701177,0.899484408656239,0.914545838407775,0.873397962205712,0.629874291198258,0.914545838407775,0.89968766877512,0.958191372176321,0.939142661412328,0.862793696339338,0.782109861853634,0.957439015497895
0.103846153846154,1.88372093023256,1,7.62070857376643,0.0646057640291814,5.7206856608121,4.18082993900903,0.465395351922343,2276,0.899351508596382,0.715367583883408,0.882152548238442,0.816439206772973,0.906450302026329,0.867620607057598,0.602202514848091,0.906450302026329,0.812546730789325,0.947240995013592,0.966379549287557,0.928605764195105,0.866769420476759,0.971661206622177
0.0707602339181287,1.39080459770115,2,3.53212479427244,0.0852614164636243,5.23582600991131,3.93402048556378,0.502411886200485,2283,0.824558922913942,0.752768472000268,0.825994917685624,0.767078123577376,0.791564941922927,0.771722403647781,0.488161698231343,0.791564941922927,0.76460318370036,0.85048969638434,0.973699731242318,0.960157397475262,0.913003149481998,0.971995014043559
0.0976430976430976,1.76829268292683,1,7.06418997643087,0.0949345510665411,6.03103644567873,4.3686769551431,0.445336408380412,2289,0.722129134845991,0.580301411112797,0.721981785417068,0.685848360304523,0.644271784826382,0.586054848613061,0.365856462314247,0.644271784826382,0.679020775526619,0.721486754823525,0.988514836400294,0.957924954459335,0.903651037239908,0.988685146906161
0.171428571428571,1.33333333333333,2,12.5773256684208,0.214791297915551,4.73125301619691,3.38702572035145,0.393116386671062,2381,0.588660641467972,0.372583172168547,0.589606843676578,0.552130000198395,0.598048240464433,0.484083779678853,0.298346081037112,0.598048240464433,0.554488190038206,0.688013654156521,0.929581161083724,0.789957930219757,0.674222019432053,0.948361158723969
0.145299145299145,1.38775510204082,2,13.4111615407221,0.175871698274974,4.7815413187237,3.51417984602739,0.505964467488513,2380,0.604040506957331,0.403934615377088,0.576057720389699,0.486614325682199,0.680962156738759,0.57177929231451,0.444300949124645,0.680962156738759,0.488215600097977,0.711226277368363,0.938842027293828,0.860360843098489,0.759006508658743,0.941916295517235
0.154761904761905,1.56,1,9.3111592715078,0.122257368711809,6.08778635551015,3.80109339107262,0.333495711691535,2377,0.701540317999202,0.435737175593212,0.692341949906591,0.6451903570497,0.748777503108046,0.680418150674495,0.470574473591886,0.748777503108046,0.646599299131462,0.806566421392174,0.947601692427563,0.886665225955605,0.804936575288555,0.957095653037825
0.14010989010989,1.24390243902439,2,11.1078897692124,0.112084085201479,3.93653214262139,3.00236502836721,0.358606447800709,2580,0.549292968577038,0,0.403657229985171,0.24811601834239,0.607588619652212,0.53433202355984,0.278522426223982,0.607588619652212,0.251291340431355,0.675769416590027,0.877391251051532,0.723684283905348,0.596176317234024,0.898520419487267
0.201086956521739,1.19354838709677,3,20.6766307288085,0.241142376142376,4.19523027641019,2.92659646690677,0.39786288337572,2583,0.548776116442459,0.337242196658428,0.460830696430832,0.329803268573781,0.605602511194123,0.562650586954408,0.366859679561974,0.605602511194123,0.330253787779249,0.701947866877724,0.840145199920552,0.680526229137475,0.562361778017503,0.914147445644278
0.178321678321678,1.45714285714286,2,14.0451429806962,0.0212362992414143,4.95174764554447,3.73729439006655,0.239639671087269,2597,0.3778000033676,0.216364012224091,0.267218087784689,0.184384327117241,0.347365691650049,0.306725997250381,0.184821699275825,0.347365691650049,0.188832280760635,0.352186250695201,0.887516716577665,0.769680443908243,0.630349496023068,0.934315495139551
